CONFIG: read data, crc 9dd25124, read 9dd25124
CONFIG: config version verify failed
CONFIG: reset config
CONFIG: commit data, crc 95639a00
CONFIG: init 6, delay 100
CONFIG: wps 0, ssid TEST-SSID, pass TEST-PASS
CONFIG: channel 0, type RTD
CONFIG: channel 1, type PTC10
CONFIG: channel 2, type PTC100
CONFIG: channel 3, type NONE
CONFIG: channel 4, type NONE
CONFIG: channel 5, type NONE
CONFIG: channel 6, type NONE
CONFIG: channel 7, type NONE
SPI: SCLK 19, MISO 18, MOSI 5
Bootup...
LED1: setup pin 2
BUTTON1: setup pin 23
BUTTON2: setup pin 22
0	1	0	0.000	0.000
1	1	1924	2.349	2.349
2	1	2161	2.638	2.638
0	2	805	0.983	0.983
1	2	1923	2.347	2.347
2	2	2160	2.637	2.637
0	3	801	0.978	0.978
1	3	1893	2.311	2.311
2	3	2147	2.621	2.621
0	4	798	0.974	0.974
1	4	1879	2.294	2.294
2	4	2136	2.607	2.607
0	5	789	0.963	0.963
1	5	1853	2.262	2.262
2	5	2122	2.590	2.590
0	6	789	0.963	0.963
1	6	1833	2.238	2.238
2	6	2110	2.576	2.576
0	7	787	0.961	0.961
1	7	1815	2.216	2.216
2	7	2096	2.559	2.559
0	8	782	0.955	0.955
1	8	1811	2.211	2.211
2	8	2081	2.540	2.540
0	9	775	0.946	0.946
1	9	1796	2.192	2.192
2	9	2067	2.523	2.523
0	10	772	0.942	0.942
1	10	1784	2.178	2.178
2	10	2052	2.505	2.505
0	11	770	0.940	0.940
1	11	1767	2.157	2.157
2	11	2038	2.488	2.488
0	12	767	0.936	0.936
1	12	1759	2.147	2.147
2	12	2024	2.471	2.471
0	13	759	0.927	0.927
1	13	1743	2.128	2.128
2	13	2012	2.456	2.456
0	14	762	0.930	0.930
1	14	1722	2.102	2.102
2	14	1998	2.439	2.439
0	15	757	0.924	0.924
1	15	1709	2.086	2.086
2	15	1984	2.422	2.422
0	16	753	0.919	0.919
1	16	1695	2.069	2.069
2	16	1971	2.406	2.406
0	17	750	0.916	0.916
1	17	1675	2.045	2.045
2	17	1959	2.391	2.391
0	18	743	0.907	0.907
1	18	1667	2.035	2.035
2	18	1943	2.372	2.372
0	19	744	0.908	0.908
1	19	1665	2.032	2.032
2	19	1931	2.357	2.357
0	20	744	0.908	0.908
1	20	1658	2.024	2.024
2	20	1918	2.341	2.341
0	21	736	0.898	0.898
1	21	1648	2.012	2.012
2	21	1904	2.324	2.324
0	22	736	0.898	0.898
1	22	1635	1.996	1.996
2	22	1891	2.308	2.308
0	23	736	0.898	0.898
1	23	1624	1.982	1.982
2	23	1880	2.295	2.295
0	24	728	0.889	0.889
1	24	1603	1.957	1.957
2	24	1866	2.278	2.278
0	25	728	0.889	0.889
1	25	1597	1.949	1.949
2	25	1855	2.264	2.264
0	26	721	0.880	0.880
1	26	1588	1.938	1.938
2	26	1844	2.251	2.251
0	27	718	0.876	0.876
1	27	1573	1.920	1.920
2	27	1830	2.234	2.234
0	28	722	0.881	0.881
1	28	1566	1.912	1.912
2	28	1819	2.220	2.220
0	29	716	0.874	0.874
1	29	1555	1.898	1.898
2	29	1805	2.203	2.203
0	30	711	0.868	0.868
1	30	1542	1.882	1.882
2	30	1793	2.189	2.189
0	31	712	0.869	0.869
1	31	1532	1.870	1.870
2	31	1782	2.175	2.175
0	32	709	0.865	0.865
1	32	1520	1.855	1.855
2	32	1770	2.161	2.161
0	33	704	0.859	0.859
1	33	1512	1.846	1.846
2	33	1757	2.145	2.145
0	34	705	0.861	0.861
1	34	1504	1.836	1.836
2	34	1746	2.131	2.131
0	35	700	0.854	0.854
1	35	1499	1.830	1.830
2	35	1736	2.119	2.119
0	36	699	0.853	0.853
1	36	1487	1.815	1.815
2	36	1724	2.104	2.104
0	37	699	0.853	0.853
1	37	1478	1.804	1.804
2	37	1716	2.095	2.095
0	38	692	0.845	0.845
1	38	1467	1.791	1.791
2	38	1703	2.079	2.079
0	39	693	0.846	0.846
1	39	1459	1.781	1.781
2	39	1692	2.065	2.065
0	40	690	0.842	0.842
1	40	1446	1.765	1.765
2	40	1680	2.051	2.051
0	41	685	0.836	0.836
1	41	1437	1.754	1.754
2	41	1669	2.037	2.037
0	42	687	0.839	0.839
1	42	1431	1.747	1.747
2	42	1659	2.025	2.025
0	43	680	0.830	0.830
1	43	1425	1.740	1.740
2	43	1648	2.012	2.012
0	44	678	0.828	0.828
1	44	1418	1.731	1.731
2	44	1636	1.997	1.997
0	45	679	0.829	0.829
1	45	1409	1.720	1.720
2	45	1627	1.986	1.986
0	46	677	0.826	0.826
1	46	1398	1.707	1.707
2	46	1617	1.974	1.974
0	47	675	0.824	0.824
1	47	1389	1.696	1.696
2	47	1608	1.963	1.963
0	48	672	0.820	0.820
1	48	1380	1.685	1.685
2	48	1600	1.953	1.953
0	49	666	0.813	0.813
1	49	1368	1.670	1.670
2	49	1587	1.937	1.937
0	50	670	0.818	0.818
1	50	1365	1.666	1.666
2	50	1579	1.927	1.927
0	51	663	0.809	0.809
1	51	1354	1.653	1.653
2	51	1568	1.914	1.914
0	52	664	0.811	0.811
1	52	1343	1.639	1.639
2	52	1559	1.903	1.903
0	53	660	0.806	0.806
1	53	1339	1.635	1.635
2	53	1549	1.891	1.891
0	54	661	0.807	0.807
1	54	1337	1.632	1.632
2	54	1539	1.879	1.879
0	55	657	0.802	0.802
1	55	1328	1.621	1.621
2	55	1529	1.866	1.866
0	56	657	0.802	0.802
1	56	1317	1.608	1.608
2	56	1520	1.855	1.855
0	57	652	0.796	0.796
1	57	1313	1.603	1.603
2	57	1511	1.844	1.844
0	58	652	0.796	0.796
1	58	1308	1.597	1.597
2	58	1502	1.833	1.833
0	59	651	0.795	0.795
1	59	1300	1.587	1.587
2	59	1495	1.825	1.825
0	60	642	0.784	0.784
1	60	1287	1.571	1.571
2	60	1484	1.812	1.812
0	61	648	0.791	0.791
1	61	1275	1.556	1.556
2	61	1477	1.803	1.803
0	62	642	0.784	0.784
1	62	1275	1.556	1.556
2	62	1468	1.792	1.792
0	63	641	0.782	0.782
1	63	1271	1.552	1.552
2	63	1459	1.781	1.781
0	64	643	0.785	0.785
1	64	1264	1.543	1.543
2	64	1451	1.771	1.771
0	65	638	0.779	0.779
1	65	1250	1.526	1.526
2	65	1443	1.761	1.761
0	66	634	0.774	0.774
1	66	1244	1.519	1.519
2	66	1433	1.749	1.749
0	67	638	0.779	0.779
1	67	1235	1.508	1.508
2	67	1426	1.741	1.741
0	68	628	0.767	0.767
1	68	1232	1.504	1.504
2	68	1417	1.730	1.730
0	69	632	0.771	0.771
1	69	1230	1.501	1.501
2	69	1410	1.721	1.721
0	70	626	0.764	0.764
1	70	1224	1.494	1.494
2	70	1400	1.709	1.709
0	71	629	0.768	0.768
1	71	1214	1.482	1.482
2	71	1393	1.700	1.700
0	72	621	0.758	0.758
1	72	1204	1.470	1.470
2	72	1384	1.689	1.689
0	73	626	0.764	0.764
1	73	1201	1.466	1.466
2	73	1379	1.683	1.683
0	74	620	0.757	0.757
1	74	1192	1.455	1.455
2	74	1369	1.671	1.671
0	75	622	0.759	0.759
1	75	1190	1.453	1.453
2	75	1363	1.664	1.664
0	76	616	0.752	0.752
1	76	1179	1.439	1.439
2	76	1356	1.655	1.655
0	77	622	0.759	0.759
1	77	1180	1.440	1.440
2	77	1349	1.647	1.647
0	78	608	0.742	0.742
1	78	1177	1.437	1.437
2	78	1340	1.636	1.636
0	79	617	0.753	0.753
1	79	1169	1.427	1.427
2	79	1332	1.626	1.626
0	80	604	0.737	0.737
1	80	1157	1.412	1.412
2	80	1322	1.614	1.614
0	81	614	0.750	0.750
1	81	1151	1.405	1.405
2	81	1317	1.608	1.608
0	82	604	0.737	0.737
1	82	1150	1.404	1.404
2	82	1308	1.597	1.597
0	83	608	0.742	0.742
1	83	1144	1.396	1.396
2	83	1303	1.591	1.591
0	84	606	0.740	0.740
1	84	1140	1.392	1.392
2	84	1296	1.582	1.582
0	85	602	0.735	0.735
1	85	1136	1.387	1.387
2	85	1290	1.575	1.575
0	86	605	0.739	0.739
1	86	1129	1.378	1.378
2	86	1283	1.566	1.566
0	87	594	0.725	0.725
1	87	1127	1.376	1.376
2	87	1276	1.558	1.558
0	88	602	0.735	0.735
1	88	1122	1.370	1.370
2	88	1270	1.550	1.550
0	89	595	0.726	0.726
1	89	1116	1.362	1.362
2	89	1264	1.543	1.543
0	90	599	0.731	0.731
1	90	1108	1.353	1.353
2	90	1259	1.537	1.537
0	91	594	0.725	0.725
1	91	1104	1.348	1.348
2	91	1251	1.527	1.527
0	92	594	0.725	0.725
1	92	1101	1.344	1.344
2	92	1246	1.521	1.521
0	93	590	0.720	0.720
1	93	1098	1.340	1.340
2	93	1239	1.512	1.512
0	94	588	0.718	0.718
1	94	1091	1.332	1.332
2	94	1232	1.504	1.504
0	95	589	0.719	0.719
1	95	1084	1.323	1.323
2	95	1225	1.495	1.495
0	96	587	0.717	0.717
1	96	1080	1.318	1.318
2	96	1220	1.489	1.489
0	97	584	0.713	0.713
1	97	1078	1.316	1.316
2	97	1213	1.481	1.481
0	98	585	0.714	0.714
1	98	1075	1.312	1.312
2	98	1208	1.475	1.475
0	99	581	0.709	0.709
1	99	1070	1.306	1.306
2	99	1201	1.466	1.466
0	100	581	0.709	0.709
1	100	1063	1.298	1.298
2	100	1196	1.460	1.460
0	101	580	0.708	0.708
1	101	1060	1.294	1.294
2	101	1191	1.454	1.454
0	102	576	0.703	0.703
1	102	1054	1.287	1.287
2	102	1184	1.445	1.445
0	103	583	0.712	0.712
1	103	1046	1.277	1.277
2	103	1180	1.440	1.440
0	104	574	0.701	0.701
1	104	1038	1.267	1.267
2	104	1173	1.432	1.432
0	105	575	0.702	0.702
1	105	1032	1.260	1.260
2	105	1169	1.427	1.427
0	106	570	0.696	0.696
1	106	1030	1.257	1.257
2	106	1163	1.420	1.420
0	107	566	0.691	0.691
1	107	1028	1.255	1.255
2	107	1156	1.411	1.411
0	108	571	0.697	0.697
1	108	1018	1.243	1.243
2	108	1151	1.405	1.405
0	109	571	0.697	0.697
1	109	1021	1.246	1.246
2	109	1145	1.398	1.398
0	110	566	0.691	0.691
1	110	1016	1.240	1.240
2	110	1140	1.392	1.392
0	111	565	0.690	0.690
1	111	1014	1.238	1.238
2	111	1136	1.387	1.387
0	112	570	0.696	0.696
1	112	1009	1.232	1.232
2	112	1132	1.382	1.382
0	113	567	0.692	0.692
1	113	1003	1.224	1.224
2	113	1126	1.375	1.375
0	114	559	0.682	0.682
1	114	998	1.218	1.218
2	114	1120	1.367	1.367
0	115	563	0.687	0.687
1	115	996	1.216	1.216
2	115	1116	1.362	1.362
0	116	561	0.685	0.685
1	116	992	1.211	1.211
2	116	1111	1.356	1.356
0	117	559	0.682	0.682
1	117	987	1.205	1.205
2	117	1106	1.350	1.350
0	118	557	0.680	0.680
1	118	983	1.200	1.200
2	118	1100	1.343	1.343
0	119	558	0.681	0.681
1	119	978	1.194	1.194
2	119	1096	1.338	1.338
0	120	555	0.677	0.677
1	120	974	1.189	1.189
2	120	1090	1.331	1.331
0	121	554	0.676	0.676
1	121	968	1.182	1.182
2	121	1086	1.326	1.326
0	122	554	0.676	0.676
1	122	965	1.178	1.178
2	122	1080	1.318	1.318
0	123	552	0.674	0.674
1	123	964	1.177	1.177
2	123	1076	1.313	1.313
0	124	550	0.671	0.671
1	124	961	1.173	1.173
2	124	1070	1.306	1.306
0	125	554	0.676	0.676
1	125	960	1.172	1.172
2	125	1066	1.301	1.301
0	126	544	0.664	0.664
1	126	952	1.162	1.162
2	126	1060	1.294	1.294
0	127	553	0.675	0.675
1	127	949	1.158	1.158
2	127	1058	1.292	1.292
0	128	541	0.660	0.660
1	128	945	1.154	1.154
2	128	1053	1.285	1.285
0	129	547	0.668	0.668
1	129	944	1.152	1.152
2	129	1048	1.279	1.279
0	130	544	0.664	0.664
1	130	938	1.145	1.145
2	130	1044	1.274	1.274
0	131	540	0.659	0.659
1	131	935	1.141	1.141
2	131	1039	1.268	1.268
0	132	540	0.659	0.659
1	132	928	1.133	1.133
2	132	1035	1.263	1.263
0	133	543	0.663	0.663
1	133	929	1.134	1.134
2	133	1030	1.257	1.257
0	134	537	0.656	0.656
1	134	926	1.130	1.130
2	134	1025	1.251	1.251
0	135	542	0.662	0.662
1	135	919	1.122	1.122
2	135	1022	1.248	1.248
0	136	531	0.648	0.648
1	136	919	1.122	1.122
2	136	1016	1.240	1.240
0	137	542	0.662	0.662
1	137	916	1.118	1.118
2	137	1013	1.237	1.237
0	138	529	0.646	0.646
